,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,Keyword,ID
0,1.97e+18,9/9/2025 2:49,7,perpanjangan kontrak freeport memperkuat posisi korporasi phk buruh diselesaikan menjadikannya warisan konflik amplifier pelanggaran ham negara dikritik buruh diabaikanburuhfreeport phk2017 solidaritas suarapekerja rizalramli,1.97e+18,https://pbs.twimg.com/media/G0XzTAsboAAhZTo.png,,in,0,0,7,https://x.com/undefined/status/1965246063906095464,749614904.0,Solidaritas_Buruh,1
1,1.96e+18,8/9/2025 7:12,0,kapolri terima kasih komunitas ojol buruh kolaborasi bikin negara cool solidaritas indonesiabangkit,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1964949947431972876,2709905130.0,Solidaritas_Buruh,2
2,1.96e+18,6/9/2025 15:20,0,dialog hangat mahasiswa pemerintah istana negara aspirasi langsung istana mahasiswa,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1964347920326557918,1355799450.0,Istana_Negara,3
3,1.96e+18,26/08/2025 08:46,0,istana salah data penerima penghargaan negara gombloh pencipta lagu bengawan solo ralat gombloh kebyar kebyar,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1960262491713462415,105761619.0,Istana_Negara,4
4,1.96e+18,1/9/2025 12:16,0,samakan rakyat jelata wow kalimatnya pejabat mengundurkan faktanya detik menikmati gaji fasilitas negeri karyawan rakyat reformasidikorupsi reformasidpr,1.96e+18,,aeth_ya,in,0,0,0,https://x.com/undefined/status/1962489697290326019,1.43e+18,ReformasiDikorupsi,5
5,1.96e+18,1/9/2025 12:00,0,prabowo persimpangan pemimpin perpanjangan tangan reformasidikorupsi antikorupsi,1.96e+18,https://pbs.twimg.com/media/GzwmaS0bUAAbp85.jpg,,in,0,0,0,https://x.com/undefined/status/1962485774898872510,1.87e+18,ReformasiDikorupsi,6
6,1.96e+18,1/9/2025 7:13,1,september kendari sulawesi tenggara demo reformasidikorupsi mahasiswa meninggal immawan randi amplifier yusuf kardawi akibat peluru tajamluka kepala polisi diperiksa sumber jakarta hang out,1.96e+18,,SandiMataram,in,0,1,0,https://x.com/undefined/status/1962413517967098160,1.76e+18,ReformasiDikorupsi,7
7,1.96e+18,1/9/2025 4:15,0,bosque merinding reformasidikorupsi,1.96e+18,,RadioElshinta,in,0,0,0,https://x.com/undefined/status/1962368719939928342,1.59e+18,ReformasiDikorupsi,8
8,1.96e+18,1/9/2025 3:43,0,lagu polisi jaksa hakim indonesia reformasidikorupsi,1.96e+18,,,in,0,0,0,https://x.com/undefined/status/1962360560873587003,1.52e+18,ReformasiDikorupsi,9
9,1.96e+18,1/9/2025 3:29,0,just a minute menyelamatkan nkri judul dipegang pejabat publik berhak memantau menit menit reformasidikorupsi,1.96e+18,,SandiMataram,in,0,0,0,https://x.com/undefined/status/1962357195942805756,1.76e+18,ReformasiDikorupsi,10
